route_key,final_service_units
2025-01-04_46_35,2748
2025-02-26_19_02,1745
2025-02-20_22_36,1255
2025-01-26_31_02,3174
2025-01-02_48_46,5104
2025-02-26_36_41,2784
2025-01-25_30_14,1612
2025-02-05_22_36,1212
2025-01-07_14_30,1555
2025-01-29_34_45,1355
2025-02-15_20_46,1558
2025-02-01_23_25,1081
2025-02-23_34_45,4108
2025-02-03_15_46,2246
2025-01-03_02_40,3004
2025-02-16_45_39,1471
2025-02-22_33_46,1140
2025-02-07_47_06,1934
2025-01-31_46_48,6092
2025-01-08_02_31,2239
2025-02-27_02_24,1264
2025-01-05_21_02,2241
2025-02-05_33_46,832
2025-01-21_47_06,1105
2025-02-20_33_46,1534
2025-01-09_36_22,1150
2025-02-18_36_27,1735
2025-01-05_02_01,1515
2025-01-04_03_45,1988
2025-01-01_09_45,5859
2025-02-14_22_36,1734
2025-02-09_45_28,2885
2025-02-01_36_27,1851
2025-02-04_13_23,1797
2025-02-24_45_09,2998
2025-01-20_36_07,1460
2025-02-06_14_30,1376
2025-02-11_18_46,2590
2025-02-11_19_32,2522
2025-01-30_13_23,1485
2025-02-18_35_46,1949
2025-02-06_45_28,3001
2025-02-05_05_45,1849
2025-01-18_23_25,1604
2025-02-03_42_45,2168
2025-02-11_23_25,1181
2025-01-08_39_45,1084
2025-02-12_33_46,1030
2025-02-12_48_46,3728
2025-02-18_25_23,1306
2025-02-26_46_47,1831
2025-01-12_17_23,1403
2025-01-28_46_35,1591
2025-01-08_14_30,1522
2025-02-27_46_47,1747
2025-01-30_45_42,2003
2025-01-01_03_47,1561
2025-02-21_46_44,4280
2025-01-26_20_46,2078
2025-01-04_19_30,2470
2025-01-09_37_36,92
2025-02-01_17_23,1190
2025-01-05_02_14,1541
2025-02-01_47_30,2151
2025-02-05_31_02,1604
2025-02-08_43_47,2986
2025-01-21_02_19,1939
2025-01-10_39_45,1106
2025-02-02_18_46,3471
2025-02-18_31_02,2348
2025-02-21_17_23,1293
2025-01-06_47_43,2607
2025-02-04_21_02,1296
2025-01-05_47_30,2211
2025-02-23_46_26,2149
2025-02-12_15_46,1230
2025-01-20_02_19,1721
2025-02-27_46_44,2434
2025-01-12_47_28,3068
2025-02-18_45_44,1162
2025-02-08_17_23,1325
2025-01-13_28_47,1861
2025-01-13_26_46,1518
2025-01-18_39_45,2382
2025-01-13_42_45,1672
2025-02-09_36_22,1933
2025-01-08_43_47,1524
2025-01-04_07_36,3013
2025-01-11_39_45,1753
2025-01-22_28_45,1886
2025-01-05_02_16,1767
2025-01-08_45_09,3764
2025-02-13_46_33,1366
2025-01-28_05_47,2093
2025-02-08_19_32,3102
2025-01-01_48_45,3492
2025-02-04_32_19,1979
2025-02-20_19_32,2908
2025-01-26_26_46,2533
2025-02-17_05_47,3552
2025-02-08_02_14,1823
2025-01-28_46_45,3155
2025-02-20_45_46,5184
2025-01-08_02_19,1936
2025-01-23_46_44,2004
2025-01-10_03_47,1395
2025-02-06_09_46,4033
2025-01-06_42_45,2332
2025-02-20_45_44,1642
2025-02-16_30_02,3053
2025-02-08_44_45,1244
2025-02-10_16_02,1796
2025-02-20_45_42,2262
2025-01-17_15_46,2090
2025-01-18_03_45,2974
2025-02-09_47_28,2477
2025-01-15_16_02,1230
2025-02-25_41_36,3366
2025-02-27_02_30,1936
2025-02-16_05_47,5810
2025-01-24_37_36,251
2025-02-28_19_30,1389
2025-02-11_46_44,1791
2025-02-14_18_46,1456
2025-01-16_02_31,2831
2025-01-01_42_45,2804
2025-02-17_02_16,1508
2025-02-21_27_36,1554
2025-02-19_39_45,1187
2025-02-27_07_36,1589
2025-01-19_18_46,4539
2025-02-12_45_34,1685
2025-02-27_47_06,1643
2025-02-23_11_36,4132
2025-01-10_47_02,2485
2025-01-03_48_45,2054
2025-01-06_45_34,1251
2025-02-26_20_46,1632
2025-01-06_43_47,2159
2025-01-11_36_07,2213
2025-01-20_47_08,1002
2025-02-06_45_47,5469
2025-02-27_45_03,1885
2025-01-21_44_46,2641
2025-01-04_42_45,2713
2025-01-08_44_46,1284
2025-02-09_02_19,2351
2025-01-24_02_40,3493
2025-02-02_19_02,3362
2025-02-25_21_02,1296
2025-02-15_46_33,1484
2025-02-07_20_46,1363
2025-01-11_01_02,1185
2025-02-13_02_30,2363
2025-02-13_36_12,2381
2025-01-26_19_32,2768
2025-01-04_45_34,2332
2025-01-02_32_19,2156
2025-02-22_12_36,2555
2025-01-27_02_31,1560
2025-01-23_37_36,154
2025-02-25_23_13,1741
2025-01-28_45_47,3558
2025-01-17_47_28,2867
2025-01-17_46_20,1549
2025-01-17_18_46,2765
2025-01-14_45_44,1202
2025-02-26_46_20,1743
2025-02-24_32_19,2423
2025-02-08_38_36,1958
2025-01-08_48_46,3181
2025-01-31_47_10,1277
2025-01-06_28_47,1935
2025-01-14_47_05,2049
2025-01-05_23_13,2062
2025-02-03_02_16,1454
2025-02-12_47_30,1697
2025-01-02_02_47,1827
2025-01-08_48_45,1292
2025-02-18_11_36,2927
2025-01-31_33_46,1431
2025-01-01_02_24,1156
2025-01-16_32_19,1660
2025-02-19_46_45,3705
2025-02-15_28_45,2467
2025-01-21_02_21,1173
2025-02-24_45_05,1406
2025-01-21_45_48,1349
2025-01-03_36_12,2752
2025-01-15_40_02,1832
2025-01-04_46_44,2987
2025-01-19_46_45,6336
2025-01-13_46_15,2187
2025-01-27_36_41,2637
2025-01-02_45_46,5317
2025-02-19_43_47,1780
2025-02-08_02_40,3305
2025-02-02_20_46,2662
2025-02-09_45_46,6559
2025-02-23_47_06,1718
2025-02-12_47_03,2134
2025-02-17_47_02,2077
2025-02-26_40_02,2076
2025-02-09_12_36,3605
2025-01-18_45_39,1827
2025-02-09_02_31,1839
2025-02-15_32_19,2704
2025-02-05_45_47,4439
2025-01-10_34_45,2183
2025-02-23_47_46,2994
2025-01-19_36_22,1533
2025-02-14_17_23,1303
2025-01-28_36_37,1472
2025-01-24_47_28,3178
2025-02-07_27_36,1556
2025-02-08_30_14,1773
2025-02-05_46_35,2045
2025-02-14_40_02,2503
2025-01-21_45_09,2103
2025-02-22_02_14,1976
2025-01-23_47_08,1241
2025-02-20_44_45,1233
2025-01-31_02_01,1768
2025-02-13_36_41,3171
2025-01-20_46_18,1308
2025-02-03_01_02,1613
2025-01-17_02_01,1561
2025-02-21_38_36,1581
2025-01-14_02_47,1560
2025-02-28_36_22,1805
2025-02-05_05_47,2262
2025-02-28_47_08,2365
2025-01-27_16_02,1970
2025-01-09_47_30,1852
2025-01-05_26_46,2651
2025-02-06_46_09,5034
2025-01-02_25_23,3799
2025-02-11_48_45,2024
2025-02-22_47_45,4299
2025-01-27_45_44,1071
2025-01-09_36_07,1755
2025-02-12_46_09,4155
2025-02-03_02_01,1514
2025-02-02_47_06,1471
2025-01-20_36_12,1291
2025-02-27_02_47,1922
2025-01-31_04_29,1266
2025-02-28_37_36,422
2025-01-20_46_45,4984
2025-02-26_04_29,1263
2025-01-22_41_36,2137
2025-02-10_46_20,1562
2025-02-26_27_36,1874
2025-01-04_44_45,1535
2025-01-11_02_24,1474
2025-01-24_05_47,2154
2025-02-07_41_36,3645
2025-01-16_47_28,2345
2025-02-01_47_10,1271
2025-02-06_02_24,1342
2025-01-21_22_36,878
2025-02-17_46_35,1606
2025-02-24_17_23,1788
2025-02-02_45_28,2024
2025-02-14_21_02,1263
2025-02-16_47_03,1814
2025-02-22_46_44,2915
2025-01-26_47_05,2619
2025-01-19_45_44,1219
2025-01-04_19_02,3414
2025-02-05_02_01,1442
2025-01-16_01_02,1235
2025-02-08_34_45,1946
2025-02-27_19_30,1268
2025-01-28_02_21,1307
2025-02-03_45_48,1250
2025-02-10_36_41,3559
2025-01-03_46_48,4517
2025-02-11_45_46,3793
2025-02-21_41_36,2728
2025-01-24_46_48,5405
2025-02-28_47_03,2339
2025-02-24_02_19,1748
2025-01-20_31_02,2562
2025-01-25_36_07,2278
2025-01-06_11_36,1980
2025-01-05_47_46,3216
2025-01-13_03_47,1328
2025-02-05_44_45,1108
2025-02-21_36_11,4251
2025-01-01_02_16,1632
2025-01-05_18_46,3022
2025-01-18_15_46,2918
2025-02-23_44_46,5811
2025-01-09_35_46,1288
2025-01-29_12_36,1465
2025-02-20_39_45,1080
2025-01-09_47_28,3222
2025-02-20_47_08,1575
2025-01-31_14_30,1471
2025-01-14_03_45,2507
2025-01-09_45_39,2199
2025-02-21_01_02,1465
2025-02-08_30_02,3091
2025-01-18_31_02,2150
2025-01-11_45_28,6179
2025-02-12_36_37,1508
2025-01-17_19_30,1864
2025-02-18_38_36,1417
2025-02-23_45_46,6480
2025-01-24_23_13,2289
2025-02-14_23_13,2155
2025-01-21_47_10,874
2025-01-03_46_20,1540
2025-02-05_25_23,877
2025-01-11_47_08,4376
2025-01-23_46_20,1747
2025-01-13_02_19,1524
2025-02-09_16_02,2644
2025-02-17_02_47,1952
2025-01-19_47_30,2469
2025-02-08_09_46,5700
2025-01-22_45_39,1634
2025-01-29_19_02,1533
2025-02-04_46_48,2697
2025-01-11_15_46,1437
2025-02-02_36_07,2236
2025-01-01_15_46,3495
2025-01-26_37_36,612
2025-01-02_30_02,1717
2025-01-30_18_46,1187
2025-02-01_46_48,6363
2025-01-03_45_44,1659
2025-01-21_38_36,1185
2025-02-08_12_36,2178
2025-02-10_46_35,2123
2025-02-06_02_16,1508
2025-02-25_02_40,2747
2025-02-20_16_02,1320
2025-01-07_36_37,175
2025-02-27_46_20,1772
2025-01-10_45_47,7831
2025-01-02_37_36,101
2025-02-28_40_02,2323
2025-02-27_04_29,1169
2025-02-05_37_36,1027
2025-01-15_46_09,3567
2025-02-03_19_30,2216
2025-02-13_46_09,6468
2025-02-20_46_44,2579
2025-01-12_46_48,6570
2025-02-27_36_11,2706
2025-02-06_19_30,1553
2025-01-09_23_25,1256
2025-02-27_18_46,2293
2025-01-04_36_27,1100
2025-02-15_13_23,2210
2025-02-03_02_19,1817
2025-02-18_47_28,1989
2025-01-26_45_42,1913
2025-01-13_02_40,1939
2025-01-17_28_45,1734
2025-01-28_15_46,1297
2025-02-15_47_30,2495
2025-02-23_47_45,6597
2025-01-12_05_45,2385
2025-02-22_47_06,1965
2025-02-07_28_45,1535
2025-02-27_37_36,1118
2025-01-29_36_12,1517
2025-01-19_45_03,1135
2025-02-21_28_47,1545
2025-02-02_02_24,1405
2025-02-02_48_45,3637
2025-01-29_02_21,1360
2025-01-27_47_06,1019
2025-02-24_44_45,1600
2025-01-05_45_09,3165
2025-01-16_46_18,1693
2025-01-05_38_36,1752
2025-01-27_43_47,2011
2025-02-21_47_08,2313
2025-02-26_47_10,1368
2025-02-10_47_43,2274
2025-01-19_46_09,6613
2025-01-19_36_37,348
2025-02-05_28_45,2117
2025-02-22_46_15,1655
2025-01-16_45_46,4684
2025-01-20_07_36,1311
2025-02-09_39_45,3578
2025-01-06_47_46,1752
2025-01-08_12_36,1507
2025-02-06_48_45,1390
2025-02-20_26_46,1662
2025-02-18_22_36,1114
2025-02-26_32_19,1906
2025-02-07_47_10,1607
2025-01-08_02_01,1260
2025-01-11_37_36,190
2025-02-05_03_45,1527
2025-02-20_28_45,1798
2025-02-12_17_23,1298
2025-02-05_18_46,1442
2025-01-26_03_47,1972
2025-02-19_36_27,1742
2025-01-19_45_42,1728
2025-01-28_45_42,1392
2025-02-21_23_13,2200
2025-01-02_44_45,1805
2025-02-24_20_46,1649
2025-01-01_46_15,1378
2025-01-10_46_35,8000
2025-02-04_45_28,1954
2025-01-07_04_29,1104
2025-01-02_02_14,1482
2025-02-01_02_14,1824
2025-01-18_08_47,2506
2025-02-24_47_05,3074
2025-01-31_20_46,1534
2025-02-16_03_45,2709
2025-02-15_41_36,3598
2025-02-08_46_18,2916
2025-02-23_18_46,3105
2025-02-21_02_01,1869
2025-02-25_17_23,1455
2025-02-04_02_40,2819
2025-02-23_45_09,3332
2025-01-30_32_19,1693
2025-02-18_01_02,1349
2025-02-16_45_42,2020
2025-01-27_35_46,2609
2025-01-08_45_39,1287
2025-02-04_09_45,3531
2025-01-28_30_02,1505
2025-01-22_46_09,3872
2025-01-26_02_47,2318
2025-02-10_41_36,3764
2025-02-28_46_45,5232
2025-01-12_31_02,2804
2025-01-07_46_47,1569
2025-01-20_22_36,1328
2025-02-09_45_39,1714
2025-02-23_40_02,3545
2025-01-14_23_25,1248
2025-01-04_41_36,4279
2025-02-17_28_45,3199
2025-01-06_48_46,4261
2025-01-12_47_08,2881
2025-01-27_02_19,1557
2025-01-22_22_36,997
2025-01-08_23_25,1102
2025-01-27_46_47,1571
2025-02-06_04_29,1078
2025-02-28_36_37,580
2025-02-06_46_44,2364
2025-01-15_02_30,1476
2025-01-09_02_14,1281
2025-01-26_07_36,1888
2025-02-26_33_46,1007
2025-02-22_23_13,2399
2025-01-13_46_26,1491
2025-01-04_11_36,1812
2025-01-05_45_03,1206
2025-01-03_32_19,2194
2025-01-14_33_46,1228
2025-02-22_47_30,2661
2025-02-19_09_46,3738
2025-01-30_37_36,876
2025-02-13_36_07,1837
2025-01-17_45_28,4636
2025-01-09_45_46,4968
2025-02-13_46_15,1768
2025-02-19_27_36,2040
2025-02-21_46_48,6893
2025-01-23_36_12,1436
2025-01-28_02_30,1781
2025-01-03_36_11,2193
2025-02-13_19_02,1727
2025-02-17_47_45,5044
2025-01-25_19_32,2807
2025-01-28_47_02,1576
2025-01-08_31_02,1680
2025-02-02_26_46,2415
2025-02-12_02_21,1529
2025-01-25_44_46,2129
2025-02-08_45_03,1390
2025-01-18_45_47,3893
2025-01-01_45_44,1496
2025-01-17_21_02,1125
2025-02-21_44_46,2144
2025-02-21_02_24,1884
2025-01-24_04_29,1340
2025-02-18_46_45,3903
2025-02-12_21_02,1160
2025-02-14_02_47,2832
2025-01-13_13_23,2294
2025-01-23_02_31,2892
2025-01-20_21_02,1465
2025-01-08_47_30,1608
2025-01-01_16_02,1636
2025-02-01_39_45,1757
2025-02-25_46_09,5451
2025-02-02_02_47,2384
2025-01-13_38_36,1295
2025-02-19_36_37,1505
2025-02-08_46_35,3612
2025-01-24_47_43,2689
2025-01-13_06_47,1050
2025-01-10_02_31,3797
2025-01-07_46_35,1646
2025-01-03_02_01,1667
2025-01-23_46_33,1291
2025-02-25_36_11,2743
2025-02-19_04_29,1099
2025-02-19_20_46,1238
2025-01-06_45_09,2145
2025-01-19_02_30,4903
2025-02-03_02_40,2169
2025-02-17_46_26,1767
2025-02-07_13_23,1984
2025-02-12_28_45,1871
2025-01-28_14_30,1605
2025-02-26_11_36,2417
2025-01-01_05_45,3072
2025-02-09_07_36,2538
2025-02-17_08_47,2069
2025-01-10_45_28,7222
2025-01-11_02_14,1661
2025-01-17_48_45,1952
2025-02-19_07_36,1617
2025-01-15_13_23,1664
2025-01-25_46_45,3878
2025-01-29_47_46,1758
2025-02-23_45_48,1958
2025-01-27_12_36,2187
2025-01-14_46_45,4546
2025-01-01_36_22,1236
2025-01-04_46_18,1715
2025-01-04_33_46,1140
2025-01-25_15_46,1615
2025-02-08_47_46,2663
2025-01-20_02_31,1639
2025-01-01_19_30,2722
2025-02-10_30_14,1450
2025-01-07_45_47,3717
2025-02-09_32_19,3027
2025-02-25_30_02,1817
2025-02-08_45_09,3663
2025-01-12_06_47,1044
2025-02-14_15_46,1233
2025-01-17_46_35,2462
2025-02-10_22_36,1655
2025-01-20_30_02,2627
2025-01-19_47_46,2937
2025-02-22_18_46,1779
2025-02-03_03_45,1917
2025-02-25_03_45,1541
2025-02-18_46_20,1378
2025-01-02_36_12,1685
2025-01-19_23_13,2019
2025-01-28_19_32,2275
2025-02-04_31_02,2046
2025-01-22_36_41,3329
2025-01-09_46_18,2776
2025-01-21_46_33,808
2025-02-16_47_46,3125
2025-02-24_26_46,1963
2025-01-01_47_28,1918
2025-02-04_46_18,1249
2025-02-20_02_24,1459
2025-02-06_38_36,1416
2025-01-25_36_22,1307
2025-02-07_02_16,2187
2025-01-23_18_46,1629
2025-02-17_21_02,1623
2025-01-18_26_46,2117
2025-02-18_02_21,1468
2025-02-20_47_02,2010
2025-01-05_02_21,1611
2025-02-23_45_03,1334
2025-01-05_47_03,1800
2025-01-15_23_25,1464
2025-02-24_30_02,2323
2025-02-27_45_44,1566
2025-01-26_45_39,1699
2025-01-11_36_11,1716
2025-02-19_05_45,1461
2025-02-23_45_39,1521
2025-01-13_36_07,1472
2025-01-24_22_36,1323
2025-01-18_33_46,3005
2025-01-21_23_13,1417
2025-02-04_17_23,1420
2025-01-18_03_47,2957
2025-01-01_46_48,4211
2025-02-08_47_05,4038
2025-01-05_20_46,2610
2025-02-03_47_02,1930
2025-01-04_47_08,1532
2025-02-12_13_23,1816
2025-01-19_28_45,5536
2025-02-04_35_46,1608
2025-02-07_47_28,3697
2025-01-23_46_26,1873
2025-02-23_47_10,1402
2025-02-17_02_01,1597
2025-02-28_38_36,1528
2025-01-14_02_40,1852
2025-01-07_08_47,1124
2025-02-11_12_36,1935
2025-01-14_09_46,4457
2025-01-16_02_30,1726
2025-01-25_46_20,1717
2025-02-17_42_45,2345
2025-02-17_11_36,3744
2025-02-11_28_45,1746
2025-02-13_36_27,1858
2025-02-19_47_10,1185
2025-02-16_31_02,3862
2025-01-30_28_47,1526
2025-01-11_03_47,1450
2025-02-25_36_07,1818
2025-02-07_46_33,2486
2025-01-19_05_47,9784
2025-02-12_45_44,1239
2025-02-25_16_02,1570
2025-02-17_34_45,2672
2025-01-07_31_02,2179
2025-01-20_20_46,2834
2025-02-16_47_05,4106
2025-01-04_45_46,4490
2025-02-11_22_36,1357
2025-02-26_46_33,991
2025-02-25_33_46,1102
2025-01-13_36_11,1461
2025-02-07_09_46,5101
2025-01-21_46_47,1559
2025-02-07_16_02,1465
2025-01-13_30_14,1278
2025-01-27_46_26,1576
2025-02-27_28_47,1758
2025-02-20_02_16,1725
2025-02-13_02_14,1570
2025-01-20_47_43,1814
2025-02-01_05_45,2322
2025-02-09_02_30,3941
2025-02-02_45_48,1969
2025-01-11_44_46,2056
2025-01-20_37_36,272
2025-02-06_45_03,1827
2025-01-20_46_15,1187
2025-01-29_47_45,3512
2025-01-05_03_45,2807
2025-02-24_45_39,1121
2025-02-24_12_36,2600
2025-02-09_43_47,3924
2025-02-17_41_36,3076
2025-02-09_46_33,1534
2025-01-19_30_02,2800
2025-02-01_31_02,1897
2025-02-17_02_14,1515
2025-01-17_09_45,2698
2025-01-16_35_46,4125
2025-02-01_36_07,2185
2025-01-17_02_19,3000
2025-01-29_39_45,1043
2025-01-24_36_11,2479
2025-01-05_09_45,6368
2025-01-02_30_14,1626
2025-01-10_02_24,1504
2025-01-19_21_02,1713
2025-01-24_47_06,1452
2025-01-07_06_47,1013
2025-02-16_47_28,2430
2025-01-26_41_36,3659
2025-02-12_45_47,4838
2025-02-27_46_45,3583
2025-02-16_11_36,5734
2025-01-11_46_44,6963
2025-02-10_46_26,1879
2025-01-05_45_42,1859
2025-02-12_45_39,1815
2025-02-03_45_46,4907
2025-01-14_22_36,1162
2025-01-23_47_05,2087
2025-01-20_02_16,1310
2025-01-28_05_45,1648
2025-02-07_03_47,1261
2025-02-12_09_46,4032
2025-01-04_30_02,2744
2025-01-26_28_45,3808
2025-01-28_46_09,2943
2025-02-10_33_46,1920
2025-02-25_01_02,1495
2025-02-07_01_02,1390
2025-02-25_07_36,1565
2025-02-11_42_45,1748
2025-02-06_44_46,1374
2025-01-20_09_45,4816
2025-02-26_36_22,1198
2025-02-13_15_46,1129
2025-01-12_46_26,1649
2025-02-24_04_29,1267
2025-02-18_20_46,1285
2025-02-20_02_21,1614
2025-01-06_36_12,1509
2025-02-25_45_47,4880
2025-02-06_19_32,2275
2025-02-23_14_30,3378
2025-01-17_33_46,2385
2025-02-26_02_19,2001
2025-01-13_09_46,4165
2025-01-03_01_02,1547
2025-01-06_16_02,1630
2025-02-20_05_47,2443
2025-02-18_03_45,1616
2025-02-04_28_45,1987
2025-01-26_45_05,1594
2025-01-02_02_19,2165
2025-02-07_43_47,2507
2025-02-14_45_44,2146
2025-02-07_02_21,1966
2025-02-26_45_39,1574
2025-01-26_16_02,2383
2025-02-13_27_36,1798
2025-01-17_07_36,1607
2025-02-09_19_30,2806
2025-02-14_25_23,1131
2025-02-08_46_47,1765
2025-02-22_47_02,1910
2025-02-13_47_05,3636
2025-02-23_45_47,5374
2025-02-18_47_08,1194
2025-02-19_26_46,1802
2025-01-27_45_03,994
2025-02-04_45_39,1024
2025-01-22_06_47,1835
2025-02-14_46_09,7179
2025-01-12_47_43,4107
2025-01-26_44_46,4935
2025-02-11_45_47,3972
2025-02-17_45_03,1297
2025-02-09_04_29,1305
2025-02-09_27_36,3272
2025-02-10_36_07,1780
2025-02-03_02_31,1646
2025-02-17_36_07,1483
2025-01-03_19_32,3104
2025-02-12_03_47,1703
2025-01-24_32_19,2199
2025-02-19_34_45,1238
2025-01-11_46_48,9091
2025-01-31_30_14,2503
2025-01-11_28_47,2183
2025-02-19_17_23,1484
2025-02-16_45_09,3324
2025-01-25_45_03,1311
2025-01-28_43_47,1435
2025-01-04_02_30,3104
2025-01-07_18_46,1351
2025-02-16_09_45,5779
2025-01-10_45_46,6483
2025-01-12_46_33,2337
2025-01-13_02_24,984
2025-02-01_47_08,1315
2025-02-04_30_14,1486
2025-01-22_47_08,1140
2025-01-13_25_23,1106
2025-01-15_44_46,3552
2025-02-15_42_45,1754
2025-01-24_19_32,2634
2025-02-26_03_47,1426
2025-02-26_02_40,2253
2025-01-26_02_31,1827
2025-02-17_37_36,1681
2025-01-06_45_48,1145
2025-02-06_41_36,2187
2025-01-06_46_45,5024
2025-01-13_34_45,2632
2025-02-15_30_14,2130
2025-02-25_37_36,981
2025-01-21_19_02,2104
2025-02-08_28_47,2191
2025-01-12_45_48,2455
2025-01-14_28_47,1934
2025-01-22_43_47,2546
2025-01-25_26_46,2028
2025-02-11_35_46,2700
2025-02-07_36_41,5045
2025-01-13_22_36,1366
2025-01-13_02_14,1212
2025-02-13_31_02,1765
2025-02-18_47_30,1873
2025-01-09_33_46,621
2025-02-16_46_26,2159
2025-01-08_47_10,2212
2025-01-15_35_46,3864
2025-02-24_37_36,1264
2025-02-16_02_24,1406
2025-01-10_46_20,3459
2025-01-23_47_02,1944
2025-02-03_25_23,1244
2025-01-13_41_36,4577
2025-01-26_02_30,3754
2025-01-15_45_44,965
2025-01-14_45_42,1306
2025-02-16_44_46,4516
2025-01-23_46_47,1828
2025-02-12_02_31,2616
2025-02-03_46_09,4075
2025-01-31_02_30,2623
2025-02-14_05_47,2691
2025-01-13_31_02,2322
2025-02-01_47_06,1354
2025-02-18_09_46,3952
2025-01-07_45_42,1325
2025-02-21_40_02,2612
2025-01-01_36_11,1674
2025-01-01_14_30,2621
2025-02-26_39_45,1191
2025-01-11_46_47,2132
2025-01-28_02_01,1379
2025-02-02_02_19,2322
2025-01-15_48_46,6680
2025-01-21_48_45,1983
2025-01-03_47_06,1712
2025-02-25_05_47,2450
2025-01-03_46_47,1819
2025-02-16_46_44,2725
2025-01-31_05_47,2078
2025-01-14_34_45,2767
2025-01-24_45_46,6104
2025-01-17_39_45,1680
2025-01-22_04_29,1128
2025-02-10_39_45,2387
2025-01-03_42_45,2037
2025-02-27_20_46,1823
2025-01-03_09_45,3367
2025-02-06_22_36,1292
2025-02-22_46_45,3973
2025-01-16_31_02,1377
2025-02-18_46_44,1698
2025-01-12_21_02,1933
2025-01-02_47_08,1297
2025-01-31_45_44,2095
2025-02-11_02_40,2759
2025-01-27_42_45,1983
2025-02-19_45_47,4051
2025-02-24_02_21,1531
2025-01-01_21_02,1671
2025-02-21_23_25,2624
2025-02-17_46_47,2493
2025-02-02_43_47,2971
2025-01-08_36_12,1495
2025-01-31_45_39,3662
2025-01-29_30_02,1403
2025-02-25_46_45,4179
2025-02-15_18_46,1662
2025-01-29_36_27,973
2025-01-03_45_05,2339
2025-01-18_36_12,2029
2025-02-21_36_37,1803
2025-01-21_36_07,1243
2025-01-23_19_02,1869
2025-01-31_18_46,1618
2025-02-12_05_47,2621
2025-02-27_47_08,1699
2025-01-11_34_45,2535
2025-02-18_05_45,1887
2025-01-17_27_36,1269
2025-01-09_43_47,1587
2025-01-10_45_44,2576
2025-01-31_45_46,5605
2025-02-25_45_03,1772
2025-01-02_19_32,2591
2025-02-06_02_47,2045
2025-01-10_35_46,1331
2025-01-06_36_22,1657
2025-02-11_44_45,1624
2025-02-04_46_20,1211
2025-02-01_46_09,4919
2025-02-08_47_45,4223
2025-02-17_27_36,2405
2025-01-28_46_15,1510
2025-02-02_01_02,1750
2025-01-11_46_15,4437
2025-01-26_09_45,5276
2025-02-19_38_36,1774
2025-01-29_22_36,1012
2025-01-10_28_45,1398
2025-02-22_46_48,5110
2025-01-30_43_47,1565
2025-01-01_17_23,1562
2025-01-18_46_47,1943
2025-01-16_45_42,1646
2025-01-31_42_45,1541
2025-01-09_09_45,2373
2025-02-12_47_10,1412
2025-02-11_08_47,1494
2025-02-04_47_28,1903
2025-01-03_12_36,2093
2025-01-27_02_47,2335
2025-02-19_47_03,1720
2025-02-18_02_30,1742
2025-02-16_33_46,3709
2025-01-27_39_45,2374
2025-02-02_44_45,2671
2025-01-08_13_23,1661
2025-01-04_02_31,2119
2025-01-07_47_06,2272
2025-01-20_45_48,1166
2025-02-04_18_46,1632
2025-02-14_31_02,2059
2025-01-21_02_16,1266
2025-01-07_48_46,2921
2025-02-01_36_11,2867
2025-02-24_44_46,2474
2025-02-17_33_46,1267
2025-01-15_06_47,3169
2025-02-17_16_02,1844
2025-01-29_45_39,1429
2025-02-15_38_36,2319
2025-01-26_46_35,2134
2025-01-06_47_06,1338
2025-02-01_01_02,1341
2025-01-27_47_46,1634
2025-01-23_02_24,1370
2025-02-01_45_44,1930
2025-02-19_46_09,4603
2025-02-26_37_36,1475
2025-02-01_08_47,1398
2025-02-06_45_39,2514
2025-01-11_45_47,5144
2025-01-01_44_45,2503
2025-02-11_01_02,1395
2025-01-29_02_19,1967
2025-01-26_36_11,1534
2025-01-20_02_47,1908
2025-01-01_36_12,2029
2025-02-08_02_01,1511
2025-02-16_46_47,2705
2025-02-16_28_47,3432
2025-02-16_46_18,1696
2025-01-10_05_45,2221
2025-01-25_31_02,2467
2025-02-04_30_02,1585
2025-01-29_01_02,1184
2025-02-17_45_47,4174
2025-02-17_46_44,1802
2025-01-08_45_05,3128
2025-02-05_23_13,1373
2025-02-23_02_31,2303
2025-01-20_08_47,2948
2025-02-05_47_05,2760
2025-02-08_46_44,3941
2025-02-13_28_47,2026
2025-01-11_22_36,1399
2025-01-28_45_28,1779
2025-01-13_39_45,2117
2025-02-13_46_18,1849
2025-02-21_02_40,4145
2025-01-25_03_45,1541
2025-02-21_45_39,4233
2025-01-21_34_45,1896
2025-01-17_47_10,1467
2025-01-17_45_03,1460
2025-01-14_45_39,943
2025-02-16_16_02,2572
2025-02-14_47_46,2755
2025-01-27_47_08,988
2025-02-26_19_32,1852
2025-02-16_08_47,2974
2025-01-25_02_19,2356
2025-02-19_28_45,2063
2025-01-02_05_45,2369
2025-01-09_20_46,981
2025-01-30_08_47,1093
2025-01-21_33_46,1477
2025-01-04_46_45,4093
2025-01-31_46_09,6858
2025-01-08_19_32,2285
2025-02-08_48_45,1701
2025-02-17_45_09,2310
2025-02-27_36_12,1697
2025-01-31_19_02,1919
2025-02-17_36_41,2392
2025-02-12_46_33,934
2025-02-05_07_36,1560
2025-01-30_45_03,1553
2025-01-01_25_23,4344
2025-02-02_05_45,2847
2025-02-04_45_48,1264
2025-01-29_46_44,1812
2025-01-02_35_46,2652
2025-01-30_47_08,1349
2025-02-23_02_16,1872
2025-01-20_16_02,1517
2025-01-27_46_15,1195
2025-02-09_45_34,2241
2025-02-18_47_43,2534
